mileage_google_review_grouped_engine_family,,,,,,,,,,,,,,,,,,,
make,model,fuel,transmission,transmissionSubtype,engineFamily,count,sampleVariants,googleQuery1,googleQuery2,googleQuery3,googleQuery4,googleQuery5,evidenceValue,evidenceBasis,sourceName,sourceUrl,decision,note,variantProfileKeys
Mercedes Benz,Amg A 45 S,Petrol,Automatic,AT,415.71bhp_500nm,2,Mercedes Benz Amg A 45 S Mercedes-Benz AMG A 45 S 4MATIC Plus | Mercedes Benz Amg A 45 S Mercedes-Benz AMG A 45 S Aero Track Edition,"""Mercedes Benz Amg A 45 S"" Petrol AT ARAI mileage","""Mercedes Benz Amg A 45 S"" 415.71bhp 500nm claimed mileage kmpl","""Mercedes Benz Amg A 45 S"" Petrol AT brochure mileage","""Mercedes Benz Amg A 45 S"" Petrol AT site:v3cars.com mileage","""Mercedes Benz Amg A 45 S"" Petrol AT site:carwale.com mileage",,,,,,,mercedes-benz_amg-a-45-s__mercedes-benz-amg-a-45-s-4matic-plus__petrol_automatic | mercedes-benz_amg-a-45-s__mercedes-benz-amg-a-45-s-aero-track-edition__petrol_automatic
Mercedes Benz,E Class,Petrol,Automatic,AT,375bhp_500nm,2,Mercedes Benz E Class Mercedes-Benz E-Class Celebration Edition | Mercedes Benz E Class Mercedes-Benz E-Class E 450,"""Mercedes Benz E Class"" Petrol AT ARAI mileage","""Mercedes Benz E Class"" 375bhp 500nm claimed mileage kmpl","""Mercedes Benz E Class"" Petrol AT brochure mileage","""Mercedes Benz E Class"" Petrol AT site:v3cars.com mileage","""Mercedes Benz E Class"" Petrol AT site:carwale.com mileage",,,,,,,mercedes-benz_e-class__mercedes-benz-e-class-celebration-edition__petrol_automatic | mercedes-benz_e-class__mercedes-benz-e-class-e-450__petrol_automatic
Mercedes Benz,G Class,Diesel,Automatic,AT,325.86bhp_700nm,2,Mercedes Benz G Class Mercedes-Benz G-Class 400d AMG Line | Mercedes Benz G Class Mercedes-Benz G-Class 400d Adventure Edition,"""Mercedes Benz G Class"" Diesel AT ARAI mileage","""Mercedes Benz G Class"" 325.86bhp 700nm claimed mileage kmpl","""Mercedes Benz G Class"" Diesel AT brochure mileage","""Mercedes Benz G Class"" Diesel AT site:v3cars.com mileage","""Mercedes Benz G Class"" Diesel AT site:carwale.com mileage",,,,,,,mercedes-benz_g-class__mercedes-benz-g-class-400d-amg-line__diesel_automatic | mercedes-benz_g-class__mercedes-benz-g-class-400d-adventure-edition__diesel_automatic
Mercedes Benz,Gle,Diesel,Automatic,AT,265.52bhp_550nm,2,Mercedes Benz Gle Mercedes-Benz GLE 300d 4Matic AMG Line | Mercedes Benz Gle Mercedes-Benz GLE 300d Night Edition,"""Mercedes Benz Gle"" Diesel AT ARAI mileage","""Mercedes Benz Gle"" 265.52bhp 550nm claimed mileage kmpl","""Mercedes Benz Gle"" Diesel AT brochure mileage","""Mercedes Benz Gle"" Diesel AT site:v3cars.com mileage","""Mercedes Benz Gle"" Diesel AT site:carwale.com mileage",,,,,,,mercedes-benz_gle__mercedes-benz-gle-300d-4matic-amg-line__diesel_automatic | mercedes-benz_gle__mercedes-benz-gle-300d-night-edition__diesel_automatic
Mercedes Benz,Gle,Petrol,Automatic,AT,375.48bhp_500nm,2,Mercedes Benz Gle Mercedes-Benz GLE 450 4Matic | Mercedes Benz Gle Mercedes-Benz GLE 450 Night Edition,"""Mercedes Benz Gle"" Petrol AT ARAI mileage","""Mercedes Benz Gle"" 375.48bhp 500nm claimed mileage kmpl","""Mercedes Benz Gle"" Petrol AT brochure mileage","""Mercedes Benz Gle"" Petrol AT site:v3cars.com mileage","""Mercedes Benz Gle"" Petrol AT site:carwale.com mileage",,,,,,,mercedes-benz_gle__mercedes-benz-gle-450-4matic__petrol_automatic | mercedes-benz_gle__mercedes-benz-gle-450-night-edition__petrol_automatic
Mini,Cooper Convertible,Petrol,Automatic,AT,201bhp_300nm,2,Mini Cooper Convertible JCW Pack | Mini Cooper Convertible S,"""Mini Cooper Convertible"" Petrol AT ARAI mileage","""Mini Cooper Convertible"" 201bhp 300nm claimed mileage kmpl","""Mini Cooper Convertible"" Petrol AT brochure mileage","""Mini Cooper Convertible"" Petrol AT site:v3cars.com mileage","""Mini Cooper Convertible"" Petrol AT site:carwale.com mileage",,,,,,,mini_cooper-convertible__jcw-pack__petrol_automatic | mini_cooper-convertible__s__petrol_automatic
Porsche,911,Petrol,Automatic,AT,641bhp_800nm_turbo,2,Porsche 911 Turbo 50 Years | Porsche 911 Turbo S,"""Porsche 911"" Petrol AT ARAI mileage","""Porsche 911"" 641bhp 800nm turbo claimed mileage kmpl","""Porsche 911"" Petrol AT brochure mileage","""Porsche 911"" Petrol AT site:v3cars.com mileage","""Porsche 911"" Petrol AT site:carwale.com mileage",,,,,,,porsche_911__turbo-50-years__petrol_automatic | porsche_911__turbo-s__petrol_automatic
Tata,Punch,Petrol,Manual,MT,118bhp_170nm_turbo,2,Tata Punch Accomplished Plus S Turbo | Tata Punch Adventure Turbo,"""Tata Punch"" Petrol MT ARAI mileage","""Tata Punch"" 118bhp 170nm turbo claimed mileage kmpl","""Tata Punch"" Petrol MT brochure mileage","""Tata Punch"" Petrol MT site:v3cars.com mileage","""Tata Punch"" Petrol MT site:carwale.com mileage",,,,,,,tata_punch__accomplished-plus-s-turbo__petrol_manual | tata_punch__adventure-turbo__petrol_manual
Toyota,Fortuner Legender,Diesel,Automatic,AT,201.15bhp_500nm,2,Toyota Fortuner Legender 4x2 AT | Toyota Fortuner Legender Neo Drive,"""Toyota Fortuner Legender"" Diesel AT ARAI mileage","""Toyota Fortuner Legender"" 201.15bhp 500nm claimed mileage kmpl","""Toyota Fortuner Legender"" Diesel AT brochure mileage","""Toyota Fortuner Legender"" Diesel AT site:v3cars.com mileage","""Toyota Fortuner Legender"" Diesel AT site:carwale.com mileage",14.4,,,https://www.carwale.com/toyota-cars/fortuner-legender/mileage/,,,toyota_fortuner-legender__4x2-at__diesel_automatic | toyota_fortuner-legender__neo-drive__diesel_automatic
Toyota,Hilux,Diesel,Manual,MT,201.15bhp_420nm,2,Toyota Hilux High | Toyota Hilux STD,"""Toyota Hilux"" Diesel MT ARAI mileage","""Toyota Hilux"" 201.15bhp 420nm claimed mileage kmpl","""Toyota Hilux"" Diesel MT brochure mileage","""Toyota Hilux"" Diesel MT site:v3cars.com mileage","""Toyota Hilux"" Diesel MT site:carwale.com mileage",12,,,https://www.bajajfinserv.in/toyota-hilux-mileage,,,toyota_hilux__high__diesel_manual | toyota_hilux__std__diesel_manual
Toyota,Vellfire,Petrol,Automatic,AT,190.42bhp_240nm,2,Toyota Vellfire Hi | Toyota Vellfire VIP Executive Lounge,"""Toyota Vellfire"" Petrol AT ARAI mileage","""Toyota Vellfire"" 190.42bhp 240nm claimed mileage kmpl","""Toyota Vellfire"" Petrol AT brochure mileage","""Toyota Vellfire"" Petrol AT site:v3cars.com mileage","""Toyota Vellfire"" Petrol AT site:carwale.com mileage",19.28,,,https://www.carwale.com/toyota-cars/vellfire/,,,toyota_vellfire__hi__petrol_automatic | toyota_vellfire__vip-executive-lounge__petrol_automatic
Aston Martin,Db12,Petrol,Automatic,AT,670.69bhp_800nm,1,Aston Martin Db12 Coupe,"""Aston Martin Db12"" Petrol AT ARAI mileage","""Aston Martin Db12"" 670.69bhp 800nm claimed mileage kmpl","""Aston Martin Db12"" Petrol AT brochure mileage","""Aston Martin Db12"" Petrol AT site:v3cars.com mileage","""Aston Martin Db12"" Petrol AT site:carwale.com mileage",,,,,,,aston-martin_db12__coupe__petrol_automatic
Aston Martin,Dbx,Petrol,Automatic,AT,542bhp_700nm,1,Aston Martin Dbx V8,"""Aston Martin Dbx"" Petrol AT ARAI mileage","""Aston Martin Dbx"" 542bhp 700nm claimed mileage kmpl","""Aston Martin Dbx"" Petrol AT brochure mileage","""Aston Martin Dbx"" Petrol AT site:v3cars.com mileage","""Aston Martin Dbx"" Petrol AT site:carwale.com mileage",,,,,,,aston-martin_dbx__v8__petrol_automatic
Aston Martin,Dbx,Petrol,Automatic,AT,697bhp_900nm,1,Aston Martin Dbx 707,"""Aston Martin Dbx"" Petrol AT ARAI mileage","""Aston Martin Dbx"" 697bhp 900nm claimed mileage kmpl","""Aston Martin Dbx"" Petrol AT brochure mileage","""Aston Martin Dbx"" Petrol AT site:v3cars.com mileage","""Aston Martin Dbx"" Petrol AT site:carwale.com mileage",,,,,,,aston-martin_dbx__707__petrol_automatic
Aston Martin,Vanquish,Petrol,Automatic,AT,824bhp_1000nm,1,Aston Martin Vanquish V12,"""Aston Martin Vanquish"" Petrol AT ARAI mileage","""Aston Martin Vanquish"" 824bhp 1000nm claimed mileage kmpl","""Aston Martin Vanquish"" Petrol AT brochure mileage","""Aston Martin Vanquish"" Petrol AT site:v3cars.com mileage","""Aston Martin Vanquish"" Petrol AT site:carwale.com mileage",,,,,,,aston-martin_vanquish__v12__petrol_automatic
Aston Martin,Vantage,Petrol,Automatic,AT,656bhp_800nm,1,Aston Martin Vantage V8,"""Aston Martin Vantage"" Petrol AT ARAI mileage","""Aston Martin Vantage"" 656bhp 800nm claimed mileage kmpl","""Aston Martin Vantage"" Petrol AT brochure mileage","""Aston Martin Vantage"" Petrol AT site:v3cars.com mileage","""Aston Martin Vantage"" Petrol AT site:carwale.com mileage",,,,,,,aston-martin_vantage__v8__petrol_automatic
Audi,Q3 Sportback,Petrol,Automatic,AT,187.74bhp_320nm,1,Audi Q3 Sportback 40TFSI Quattro,"""Audi Q3 Sportback"" Petrol AT ARAI mileage","""Audi Q3 Sportback"" 187.74bhp 320nm claimed mileage kmpl","""Audi Q3 Sportback"" Petrol AT brochure mileage","""Audi Q3 Sportback"" Petrol AT site:v3cars.com mileage","""Audi Q3 Sportback"" Petrol AT site:carwale.com mileage",,,,,,,audi_q3-sportback__40tfsi-quattro__petrol_automatic
Audi,Q8,Petrol,Automatic,AT,335bhp_500nm,1,Audi Q8 Quattro,"""Audi Q8"" Petrol AT ARAI mileage","""Audi Q8"" 335bhp 500nm claimed mileage kmpl","""Audi Q8"" Petrol AT brochure mileage","""Audi Q8"" Petrol AT site:v3cars.com mileage","""Audi Q8"" Petrol AT site:carwale.com mileage",,,,,,,audi_q8__quattro__petrol_automatic
Audi,Sq8,Petrol,Automatic,AT,500bhp_770nm,1,Audi Sq8 V8 TFSI,"""Audi Sq8"" Petrol AT ARAI mileage","""Audi Sq8"" 500bhp 770nm claimed mileage kmpl","""Audi Sq8"" Petrol AT brochure mileage","""Audi Sq8"" Petrol AT site:v3cars.com mileage","""Audi Sq8"" Petrol AT site:carwale.com mileage",,,,,,,audi_sq8__v8-tfsi__petrol_automatic
Bmw,5 Series,Petrol,Automatic,AT,255bhp_400nm,1,Bmw 5 Series 530Li,"""Bmw 5 Series"" Petrol AT ARAI mileage","""Bmw 5 Series"" 255bhp 400nm claimed mileage kmpl","""Bmw 5 Series"" Petrol AT brochure mileage","""Bmw 5 Series"" Petrol AT site:v3cars.com mileage","""Bmw 5 Series"" Petrol AT site:carwale.com mileage",,,,,,,bmw_5-series__530li__petrol_automatic
Bmw,7 Series,Diesel,Automatic,AT,375.48bhp_520nm,1,Bmw 7 Series 740d M Sport,"""Bmw 7 Series"" Diesel AT ARAI mileage","""Bmw 7 Series"" 375.48bhp 520nm claimed mileage kmpl","""Bmw 7 Series"" Diesel AT brochure mileage","""Bmw 7 Series"" Diesel AT site:v3cars.com mileage","""Bmw 7 Series"" Diesel AT site:carwale.com mileage",,,,,,,bmw_7-series__740d-m-sport__diesel_automatic
Bmw,7 Series,Petrol,Automatic,AT,375.48bhp_520nm,1,Bmw 7 Series 740i M Sport,"""Bmw 7 Series"" Petrol AT ARAI mileage","""Bmw 7 Series"" 375.48bhp 520nm claimed mileage kmpl","""Bmw 7 Series"" Petrol AT brochure mileage","""Bmw 7 Series"" Petrol AT site:v3cars.com mileage","""Bmw 7 Series"" Petrol AT site:carwale.com mileage",,,,,,,bmw_7-series__740i-m-sport__petrol_automatic
Bmw,M4 Cs,Petrol,Automatic,AT,543bhp_650nm,1,Bmw M4 Cs xDrive,"""Bmw M4 Cs"" Petrol AT ARAI mileage","""Bmw M4 Cs"" 543bhp 650nm claimed mileage kmpl","""Bmw M4 Cs"" Petrol AT brochure mileage","""Bmw M4 Cs"" Petrol AT site:v3cars.com mileage","""Bmw M4 Cs"" Petrol AT site:carwale.com mileage",,,,,,,bmw_m4-cs__xdrive__petrol_automatic
Bmw,M440i,Petrol,Automatic,AT,369bhp_500nm,1,Bmw M440I xDrive Convertible,"""Bmw M440i"" Petrol AT ARAI mileage","""Bmw M440i"" 369bhp 500nm claimed mileage kmpl","""Bmw M440i"" Petrol AT brochure mileage","""Bmw M440i"" Petrol AT site:v3cars.com mileage","""Bmw M440i"" Petrol AT site:carwale.com mileage",,,,,,,bmw_m440i__xdrive-convertible__petrol_automatic
Bmw,Z4,Petrol,Manual,MT,335bhp_500nm,1,Bmw Z4 M40i Pure Impulse,"""Bmw Z4"" Petrol MT ARAI mileage","""Bmw Z4"" 335bhp 500nm claimed mileage kmpl","""Bmw Z4"" Petrol MT brochure mileage","""Bmw Z4"" Petrol MT site:v3cars.com mileage","""Bmw Z4"" Petrol MT site:carwale.com mileage",,,,,,,bmw_z4__m40i-pure-impulse__petrol_manual
Ferrari,812,Petrol,Automatic,AT,788.52bhp_718nm,1,Ferrari 812 GTS,"""Ferrari 812"" Petrol AT ARAI mileage","""Ferrari 812"" 788.52bhp 718nm claimed mileage kmpl","""Ferrari 812"" Petrol AT brochure mileage","""Ferrari 812"" Petrol AT site:v3cars.com mileage","""Ferrari 812"" Petrol AT site:carwale.com mileage",,,,,,,ferrari_812__gts__petrol_automatic
Ferrari,296 Gtb,Petrol,Automatic,AT,818bhp_740nm_hybrid,1,Ferrari 296 Gtb V6 hybrid,"""Ferrari 296 Gtb"" Petrol AT ARAI mileage","""Ferrari 296 Gtb"" 818bhp 740nm hybrid claimed mileage kmpl","""Ferrari 296 Gtb"" Petrol AT brochure mileage","""Ferrari 296 Gtb"" Petrol AT site:v3cars.com mileage","""Ferrari 296 Gtb"" Petrol AT site:carwale.com mileage",,,,,,,ferrari_296-gtb__v6-hybrid__petrol_automatic
Ferrari,849 Testarossa,Petrol,Automatic,AT,1035bhp_842nm,1,Ferrari 849 Testarossa V8,"""Ferrari 849 Testarossa"" Petrol AT ARAI mileage","""Ferrari 849 Testarossa"" 1035bhp 842nm claimed mileage kmpl","""Ferrari 849 Testarossa"" Petrol AT brochure mileage","""Ferrari 849 Testarossa"" Petrol AT site:v3cars.com mileage","""Ferrari 849 Testarossa"" Petrol AT site:carwale.com mileage",,,,,,,ferrari_849-testarossa__v8__petrol_automatic
Ferrari,Amalfi,Petrol,Automatic,AT,631.24bhp_760nm,1,Ferrari Amalfi V8,"""Ferrari Amalfi"" Petrol AT ARAI mileage","""Ferrari Amalfi"" 631.24bhp 760nm claimed mileage kmpl","""Ferrari Amalfi"" Petrol AT brochure mileage","""Ferrari Amalfi"" Petrol AT site:v3cars.com mileage","""Ferrari Amalfi"" Petrol AT site:carwale.com mileage",,,,,,,ferrari_amalfi__v8__petrol_automatic
Ferrari,F8 Tributo,Petrol,Automatic,AT,710.74bhp_770nm_turbo,1,Ferrari F8 Tributo V8 Turbo,"""Ferrari F8 Tributo"" Petrol AT ARAI mileage","""Ferrari F8 Tributo"" 710.74bhp 770nm turbo claimed mileage kmpl","""Ferrari F8 Tributo"" Petrol AT brochure mileage","""Ferrari F8 Tributo"" Petrol AT site:v3cars.com mileage","""Ferrari F8 Tributo"" Petrol AT site:carwale.com mileage",,,,,,,ferrari_f8-tributo__v8-turbo__petrol_automatic
Ferrari,Roma,Petrol,Automatic,AT,611.5bhp_760nm,1,Ferrari Roma Coupe V8,"""Ferrari Roma"" Petrol AT ARAI mileage","""Ferrari Roma"" 611.5bhp 760nm claimed mileage kmpl","""Ferrari Roma"" Petrol AT brochure mileage","""Ferrari Roma"" Petrol AT site:v3cars.com mileage","""Ferrari Roma"" Petrol AT site:carwale.com mileage",,,,,,,ferrari_roma__coupe-v8__petrol_automatic
Ferrari,Sf90 Stradale,Petrol,Automatic,AT,769.31bhp_800nm,1,Ferrari Sf90 Stradale Coupe V8,"""Ferrari Sf90 Stradale"" Petrol AT ARAI mileage","""Ferrari Sf90 Stradale"" 769.31bhp 800nm claimed mileage kmpl","""Ferrari Sf90 Stradale"" Petrol AT brochure mileage","""Ferrari Sf90 Stradale"" Petrol AT site:v3cars.com mileage","""Ferrari Sf90 Stradale"" Petrol AT site:carwale.com mileage",,,,,,,ferrari_sf90-stradale__coupe-v8__petrol_automatic
Force,Gurkha,Diesel,Manual,MT,138bhp_320nm_diesel,1,Force Gurkha 2.6 Diesel,"""Force Gurkha"" Diesel MT ARAI mileage","""Force Gurkha"" 138bhp 320nm diesel claimed mileage kmpl","""Force Gurkha"" Diesel MT brochure mileage","""Force Gurkha"" Diesel MT site:v3cars.com mileage","""Force Gurkha"" Diesel MT site:carwale.com mileage",,,,,,,force_gurkha__2-6-diesel__diesel_manual
Force,Gurkha 5 Door,Diesel,Manual,MT,138.08bhp_320nm_diesel,1,Force Gurkha 5 Door Diesel,"""Force Gurkha 5 Door"" Diesel MT ARAI mileage","""Force Gurkha 5 Door"" 138.08bhp 320nm diesel claimed mileage kmpl","""Force Gurkha 5 Door"" Diesel MT brochure mileage","""Force Gurkha 5 Door"" Diesel MT site:v3cars.com mileage","""Force Gurkha 5 Door"" Diesel MT site:carwale.com mileage",,,,,,,force_gurkha-5-door__diesel__diesel_manual
Hyundai,I20 N Line,Petrol,Manual,MT,118bhp_172nm,1,Hyundai I20 N Line i20 N-Line N8,"""Hyundai I20 N Line"" Petrol MT ARAI mileage","""Hyundai I20 N Line"" 118bhp 172nm claimed mileage kmpl","""Hyundai I20 N Line"" Petrol MT brochure mileage","""Hyundai I20 N Line"" Petrol MT site:v3cars.com mileage","""Hyundai I20 N Line"" Petrol MT site:carwale.com mileage",,,,,,,hyundai_i20-n-line__i20-n-line-n8__petrol_manual
Hyundai,Prime Hb,Cng,Manual,MT,67.72bhp_95.2nm_cng,1,Hyundai Prime Hb CNG,"""Hyundai Prime Hb"" Cng MT ARAI mileage","""Hyundai Prime Hb"" 67.72bhp 95.2nm cng claimed mileage kmpl","""Hyundai Prime Hb"" Cng MT brochure mileage","""Hyundai Prime Hb"" Cng MT site:v3cars.com mileage","""Hyundai Prime Hb"" Cng MT site:carwale.com mileage",,,,,,,hyundai_prime-hb__cng__cng_manual
Hyundai,Prime Sd,Cng,Manual,MT,67.72bhp_95.2nm_cng,1,Hyundai Prime Sd CNG,"""Hyundai Prime Sd"" Cng MT ARAI mileage","""Hyundai Prime Sd"" 67.72bhp 95.2nm cng claimed mileage kmpl","""Hyundai Prime Sd"" Cng MT brochure mileage","""Hyundai Prime Sd"" Cng MT site:v3cars.com mileage","""Hyundai Prime Sd"" Cng MT site:carwale.com mileage",,,,,,,hyundai_prime-sd__cng__cng_manual
Isuzu,Hi Lander,Diesel,Automatic,AT,160.92bhp_360nm,1,Isuzu Hi Lander Hi-Lander 4x2 AT,"""Isuzu Hi Lander"" Diesel AT ARAI mileage","""Isuzu Hi Lander"" 160.92bhp 360nm claimed mileage kmpl","""Isuzu Hi Lander"" Diesel AT brochure mileage","""Isuzu Hi Lander"" Diesel AT site:v3cars.com mileage","""Isuzu Hi Lander"" Diesel AT site:carwale.com mileage",,,,,,,isuzu_hi-lander__hi-lander-4x2-at__diesel_automatic
Isuzu,Hi Lander,Diesel,Manual,MT,160.92bhp_360nm,1,Isuzu Hi Lander Hi-Lander 4x2 MT,"""Isuzu Hi Lander"" Diesel MT ARAI mileage","""Isuzu Hi Lander"" 160.92bhp 360nm claimed mileage kmpl","""Isuzu Hi Lander"" Diesel MT brochure mileage","""Isuzu Hi Lander"" Diesel MT site:v3cars.com mileage","""Isuzu Hi Lander"" Diesel MT site:carwale.com mileage",,,,,,,isuzu_hi-lander__hi-lander-4x2-mt__diesel_manual
Isuzu,S Cab Z,Diesel,Manual,MT,77.77bhp_176nm,1,Isuzu S Cab Z S-CAB Z 4x2 MT,"""Isuzu S Cab Z"" Diesel MT ARAI mileage","""Isuzu S Cab Z"" 77.77bhp 176nm claimed mileage kmpl","""Isuzu S Cab Z"" Diesel MT brochure mileage","""Isuzu S Cab Z"" Diesel MT site:v3cars.com mileage","""Isuzu S Cab Z"" Diesel MT site:carwale.com mileage",,,,,,,isuzu_s-cab-z__s-cab-z-4x2-mt__diesel_manual
Isuzu,V Cross,Diesel,Automatic,AT,160.92bhp_360nm,1,Isuzu V Cross V-Cross 4x4 Z Prestige AT,"""Isuzu V Cross"" Diesel AT ARAI mileage","""Isuzu V Cross"" 160.92bhp 360nm claimed mileage kmpl","""Isuzu V Cross"" Diesel AT brochure mileage","""Isuzu V Cross"" Diesel AT site:v3cars.com mileage","""Isuzu V Cross"" Diesel AT site:carwale.com mileage",,,,,,,isuzu_v-cross__v-cross-4x4-z-prestige-at__diesel_automatic
Jaguar,F Pace,Diesel,Automatic,AT,201.15bhp_430nm_diesel,1,Jaguar F Pace F-Pace 2.0 R-Dynamic S Diesel,"""Jaguar F Pace"" Diesel AT ARAI mileage","""Jaguar F Pace"" 201.15bhp 430nm diesel claimed mileage kmpl","""Jaguar F Pace"" Diesel AT brochure mileage","""Jaguar F Pace"" Diesel AT site:v3cars.com mileage","""Jaguar F Pace"" Diesel AT site:carwale.com mileage",,,,,,,jaguar_f-pace__f-pace-2-0-r-dynamic-s-diesel__diesel_automatic
Jaguar,F Pace,Petrol,Automatic,AT,246.74bhp_365nm,1,Jaguar F Pace F-Pace 2.0 R-Dynamic S,"""Jaguar F Pace"" Petrol AT ARAI mileage","""Jaguar F Pace"" 246.74bhp 365nm claimed mileage kmpl","""Jaguar F Pace"" Petrol AT brochure mileage","""Jaguar F Pace"" Petrol AT site:v3cars.com mileage","""Jaguar F Pace"" Petrol AT site:carwale.com mileage",,,,,,,jaguar_f-pace__f-pace-2-0-r-dynamic-s__petrol_automatic
Jeep,Grand Cherokee,Petrol,Automatic,AT,268.27bhp_400nm,1,Jeep Grand Cherokee Limited Opt,"""Jeep Grand Cherokee"" Petrol AT ARAI mileage","""Jeep Grand Cherokee"" 268.27bhp 400nm claimed mileage kmpl","""Jeep Grand Cherokee"" Petrol AT brochure mileage","""Jeep Grand Cherokee"" Petrol AT site:v3cars.com mileage","""Jeep Grand Cherokee"" Petrol AT site:carwale.com mileage",,,,,,,jeep_grand-cherokee__limited-opt__petrol_automatic
Jeep,Meridian,Diesel,Automatic,AT,172.36bhp_350nm,1,Jeep Meridian Track Edition 4x4 AT,"""Jeep Meridian"" Diesel AT ARAI mileage","""Jeep Meridian"" 172.36bhp 350nm claimed mileage kmpl","""Jeep Meridian"" Diesel AT brochure mileage","""Jeep Meridian"" Diesel AT site:v3cars.com mileage","""Jeep Meridian"" Diesel AT site:carwale.com mileage",,,,,,,jeep_meridian__track-edition-4x4-at__diesel_automatic
Kia,Carens,Petrol,Manual,MT,113.42bhp_144nm,1,Kia Carens Premium Opt,"""Kia Carens"" Petrol MT ARAI mileage","""Kia Carens"" 113.42bhp 144nm claimed mileage kmpl","""Kia Carens"" Petrol MT brochure mileage","""Kia Carens"" Petrol MT site:v3cars.com mileage","""Kia Carens"" Petrol MT site:carwale.com mileage",,,,,,,kia_carens__premium-opt__petrol_manual
Kia,Carens,Cng,Manual,MT,113.42bhp_144nm_cng,1,Kia Carens Premium Opt CNG,"""Kia Carens"" Cng MT ARAI mileage","""Kia Carens"" 113.42bhp 144nm cng claimed mileage kmpl","""Kia Carens"" Cng MT brochure mileage","""Kia Carens"" Cng MT site:v3cars.com mileage","""Kia Carens"" Cng MT site:carwale.com mileage",,,,,,,kia_carens__premium-opt-cng__cng_manual
Kia,Carens,Diesel,Manual,MT,114.41bhp_250nm_diesel,1,Kia Carens Premium Opt Diesel,"""Kia Carens"" Diesel MT ARAI mileage","""Kia Carens"" 114.41bhp 250nm diesel claimed mileage kmpl","""Kia Carens"" Diesel MT brochure mileage","""Kia Carens"" Diesel MT site:v3cars.com mileage","""Kia Carens"" Diesel MT site:carwale.com mileage",,,,,,,kia_carens__premium-opt-diesel__diesel_manual
Kia,Seltos,Petrol,Manual,MT,113bhp_114nm,1,Kia Seltos HTK Opt,"""Kia Seltos"" Petrol MT ARAI mileage","""Kia Seltos"" 113bhp 114nm claimed mileage kmpl","""Kia Seltos"" Petrol MT brochure mileage","""Kia Seltos"" Petrol MT site:v3cars.com mileage","""Kia Seltos"" Petrol MT site:carwale.com mileage",17,,,https://www.cardekho.com/india-car-news/heres-how-fuel-efficient-the-facelifted-kia-seltos-is-31186.htm,,,kia_seltos__htk-opt__petrol_manual
Kia,Syros,Petrol,Manual,MT,118bhp_250nm_turbo,1,Kia Syros HTK Plus Opt Turbo,"""Kia Syros"" Petrol MT ARAI mileage","""Kia Syros"" 118bhp 250nm turbo claimed mileage kmpl","""Kia Syros"" Petrol MT brochure mileage","""Kia Syros"" Petrol MT site:v3cars.com mileage","""Kia Syros"" Petrol MT site:carwale.com mileage",18.2,,,https://www.autocarindia.com/cars/kia/syros/mileage,,,kia_syros__htk-plus-opt-turbo__petrol_manual
Lamborghini,Huracan Evo,Petrol,Automatic,AT,602.11bhp_560nm,1,Lamborghini Huracan Evo Sterrato,"""Lamborghini Huracan Evo"" Petrol AT ARAI mileage","""Lamborghini Huracan Evo"" 602.11bhp 560nm claimed mileage kmpl","""Lamborghini Huracan Evo"" Petrol AT brochure mileage","""Lamborghini Huracan Evo"" Petrol AT site:v3cars.com mileage","""Lamborghini Huracan Evo"" Petrol AT site:carwale.com mileage",,,,,,,lamborghini_huracan-evo__sterrato__petrol_automatic
Lamborghini,Huracan Evo,Petrol,Automatic,AT,630.3bhp_600nm,1,Lamborghini Huracan Evo Spyder,"""Lamborghini Huracan Evo"" Petrol AT ARAI mileage","""Lamborghini Huracan Evo"" 630.3bhp 600nm claimed mileage kmpl","""Lamborghini Huracan Evo"" Petrol AT brochure mileage","""Lamborghini Huracan Evo"" Petrol AT site:v3cars.com mileage","""Lamborghini Huracan Evo"" Petrol AT site:carwale.com mileage",,,,,,,lamborghini_huracan-evo__spyder__petrol_automatic
Lamborghini,Revuelto,Petrol,Automatic,AT,1001.11bhp_725nm,1,Lamborghini Revuelto LB 744,"""Lamborghini Revuelto"" Petrol AT ARAI mileage","""Lamborghini Revuelto"" 1001.11bhp 725nm claimed mileage kmpl","""Lamborghini Revuelto"" Petrol AT brochure mileage","""Lamborghini Revuelto"" Petrol AT site:v3cars.com mileage","""Lamborghini Revuelto"" Petrol AT site:carwale.com mileage",,,,,,,lamborghini_revuelto__lb-744__petrol_automatic
Lamborghini,Temerario,Petrol,Automatic,AT,907bhp_730nm_hybrid,1,Lamborghini Temerario V8 Hybrid,"""Lamborghini Temerario"" Petrol AT ARAI mileage","""Lamborghini Temerario"" 907bhp 730nm hybrid claimed mileage kmpl","""Lamborghini Temerario"" Petrol AT brochure mileage","""Lamborghini Temerario"" Petrol AT site:v3cars.com mileage","""Lamborghini Temerario"" Petrol AT site:carwale.com mileage",,,,,,,lamborghini_temerario__v8-hybrid__petrol_automatic
Lamborghini,Urus,Petrol,Automatic,AT,657.1bhp_850nm_hybrid,1,Lamborghini Urus SE Plugin Hybrid,"""Lamborghini Urus"" Petrol AT ARAI mileage","""Lamborghini Urus"" 657.1bhp 850nm hybrid claimed mileage kmpl","""Lamborghini Urus"" Petrol AT brochure mileage","""Lamborghini Urus"" Petrol AT site:v3cars.com mileage","""Lamborghini Urus"" Petrol AT site:carwale.com mileage",,,,,,,lamborghini_urus__se-plugin-hybrid__petrol_automatic
